ATCOCode,CommonName,Street,NptgLocalityCode,LocalityName,GridType,Longitude,Latitude,StopType,BusStopType,TimingStatus,Status
1980SN120231,Vincent Avenue,Winchester Road,E0042031,Upper Shirley,UKOS,-1.42606,50.93013,BCT,MKD,OTH,active
1980SN121020,Hurstbourne Place,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36587,50.88526,BCT,MKD,OTH,active
1980SN120222,General Hospital A&E,Tremona Road,N0080795,Southampton General,UKOS,-1.43149,50.93292,BCT,MKD,OTH,active
1980SN120221,General Hospital A&E,Tremona Road,N0080795,Southampton General,UKOS,-1.4319,50.9322,BCT,MKD,OTH,active
1980SN120120,Global Technology Centre,Burgess Road,E0041989,Highfield,UKOS,-1.40444,50.93637,BCT,MKD,OTH,active
1980SN120121,Global Technology Centre,Burgess Road,E0041989,Highfield,UKOS,-1.40322,50.93684,BCT,MKD,OTH,active
1980SN121005,Bassett Wood Road,Bassett Avenue,E0041967,Bassett,UKOS,-1.40493,50.94814,BCT,MKD,OTH,active
1980SN120502,Hill Farm Road,Hill Lane,E0042018,Shirley,UKOS,-1.4155,50.91298,BCT,MKD,OTH,active
1980SN120274,The Mitre,St Denys' Road,E0042013,Portswood,UKOS,-1.39051,50.92642,BCT,MKD,OTH,active
1980SN120710,St Annes Road,Portsmouth Road,E0042037,Woolston,UKOS,-1.36789,50.89635,BCT,MKD,OTH,active
1980SN120726,St Annes Road,Portsmouth Road,E0042037,Woolston,UKOS,-1.36821,50.89632,BCT,MKD,OTH,active
1980SNA90904,Cruise Crews Only BK,Castle Way,N0077117,Southampton City Centre,UKOS,-1.4049,50.90153,BCT,MKD,OTH,inactive
1980SN120872,Vineyard Close,Radstock Road,E0042037,Woolston,UKOS,-1.37656,50.89994,BCT,MKD,OTH,active
1980SNA90896,Dale Valley Close,Dale Valley Road,E0042020,Shirley Warren,UKOS,-1.42982,50.932,BCT,MKD,OTH,active
1980SN120092,Lyburn Court,Coxford Road,E0041964,Aldermoor,UKOS,-1.42878,50.93891,BCT,MKD,OTH,active
1980SN120091,Lyburn Court,Coxford Road,E0041964,Aldermoor,UKOS,-1.42911,50.93881,BCT,MKD,OTH,active
1980SNA90905,Leybourne Avenue,Mousehole Lane,E0042002,Midanbury,UKOS,-1.36207,50.92187,BCT,MKD,OTH,inactive
1980SNA90906,Montgomery Road,Mousehole Lane,E0042002,Midanbury,UKOS,-1.35851,50.92183,BCT,MKD,OTH,active
1980HA120321,Benhams Road,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.35754,50.92917,BCT,CUS,OTH,inactive
1980SNA90907,Benhams Road,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.35747,50.92928,BCT,MKD,OTH,active
1980SNA90909,Community Centre,OrpenRoad,E0042023,Sholing,UKOS,-1.34252,50.89965,BCT,CUS,OTH,active
1980SNA90923,Community Centre,Orpen Road,E0042023,Sholing,UKOS,-1.34268,50.8997,BCT,CUS,OTH,active
1980SNA90912,Barton Crescent,Witts Hill,E0042002,Midanbury,UKOS,-1.36243,50.92492,BCT,MKD,OTH,active
1980SNA90914,Bishops Crescent,Bishops Road,E0041994,Itchen,UKOS,-1.36761,50.9032,BCT,CUS,OTH,active
1980SNA90915,Bishops Crescent,Bishops Road,E0041994,Itchen,UKOS,-1.36737,50.90328,BCT,CUS,OTH,active
1980SN120504,Silverdale Road,Archers Road,E0041965,Banister Park,UKOS,-1.41411,50.91506,BCT,MKD,OTH,active
1980SNA90918,Silverdale Road,Archers Road,E0041965,Banister Park,UKOS,-1.41441,50.91509,BCT,MKD,OTH,active
1980SNA90919,Atherley Road,Howard Road,E0042018,Shirley,UKOS,-1.41899,50.91476,BCT,MKD,OTH,active
1980SNA90920,Atherley Road,Howard Road,E0042018,Shirley,UKOS,-1.41835,50.91487,BCT,MKD,OTH,active
1980SNA09235,Wolseley Road,Foundry Lane,E0041986,Freemantle,UKOS,-1.43201,50.91497,BCT,HAR,OTH,active
1980SNA90921,Wolseley Road,Foundry Lane,E0041986,Freemantle,UKOS,-1.43225,50.91536,BCT,MKD,OTH,active
1980SNA90922,Central Station Temp Stop,Commercial Road,E0041985,Fourposts,UKOS,-1.41379,50.90886,BCT,MKD,OTH,inactive
1980SN120729,The Swan,Portsmouth Road,E0042037,Woolston,UKOS,-1.363,50.89566,BCT,MKD,OTH,active
1980SN120730,The Swan,Portsmouth Road,E0042037,Woolston,UKOS,-1.36331,50.89565,BCT,MKD,OTH,active
1980SN120225,Dale Road,Dale Road,E0042020,Shirley Warren,UKOS,-1.42955,50.92967,BCT,MKD,OTH,active
1980SN120548,Brintons Road,Northam Road A3024,E0042007,Nicholstown,UKOS,-1.39427,50.90799,BCT,MKD,OTH,active
1980SN120547,Brintons Road,Northam Road A3024,E0042007,Nicholstown,UKOS,-1.39426,50.90777,BCT,MKD,OTH,active
1980HA120322,Wakefield Road,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.3566,50.92867,BCT,MKD,OTH,active
1980SNA90924,Wakefield Road,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.35674,50.92862,BCT,MKD,OTH,active
1980HA120633,Queens Terrace,Orchard Place,E0042014,Queens Park,UKOS,-1.40148,50.89716,BCT,MKD,OTH,active
1980SNA90925,Queens Terrace,Orchard Place,E0042014,Queens Park,UKOS,-1.40111,50.89725,BCT,MKD,OTH,active
1980SNA90926,Mayflower Halls,West Park Road,N0077117,Southampton City Centre,UKOS,-1.4091,50.90831,BCT,MKD,OTH,active
1980SNA90930,Chadwick Lodge,Henstead Road,E0042012,Polygon,UKOS,-1.40852,50.91218,BCT,CUS,OTH,active
1980SNA90931,Chadwick Lodge,Henstead Road,E0042012,Polygon,UKOS,-1.40852,50.91214,BCT,CUS,OTH,active
1980SNA90932,Daisy Road,Honeysuckle Road,E0041968,Bassett Green,UKOS,-1.39024,50.93926,BCT,CUS,OTH,active
1980SN120499,Sir Georges Road,Shirley Road,E0041986,Freemantle,UKOS,-1.42047,50.91201,BCT,MKD,OTH,active
1980SN120501,Sir Georges Road,Shirley Road,E0041986,Freemantle,UKOS,-1.41984,50.91081,BCT,MKD,OTH,active
1980SNA90933,Events on the Common,Northlands Road,E0042025,Southampton Common,UKOS,-1.40527,50.92157,BCT,CUS,OTH,inactive
1980SNA90934,Events on the Common,Northlands Road,E0042025,Southampton Common,UKOS,-1.40528,50.9215,BCT,CUS,OTH,active
1980SNA90936,Coates Road,Orpen Road,E0042023,Sholing,UKOS,-1.33774,50.9028,BCT,MKD,OTH,active
1980SNA90937,Coates Road,Orpen Road,E0042023,Sholing,UKOS,-1.33757,50.90278,BCT,MKD,OTH,active
1980SNA90938,Walton Road,Montague Avenue,E0042023,Sholing,UKOS,-1.33738,50.90017,BCT,MKD,OTH,active
1980SNA90939,Rosoman Road,Spring Road,E0042023,Sholing,UKOS,-1.36557,50.90158,BCT,CUS,OTH,active
1980SNA90940,Rosoman Road,Spring Road,E0042023,Sholing,UKOS,-1.36519,50.90154,BCT,CUS,OTH,active
1980SNA90942,Guernsey Close,Brownhill Way,E0042000,Maybush,UKOS,-1.45873,50.93791,BCT,MKD,OTH,active
1980SNA90974,Guernsey Close,Brownhill Way,E0042000,Maybush,UKOS,-1.459,50.93795,BCT,MKD,OTH,active
1980SN120070,Myrtle Road,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.43979,50.93984,BCT,MKD,OTH,active
1980SNA90943,Myrtle Road,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.43937,50.94005,BCT,MKD,OTH,active
1980SNA90944,Houndwell Park - events temp stop,Hanover Buildings,N0077117,Southampton City Centre,UKOS,-1.40193,50.90293,BCT,MKD,OTH,active
1980SNA90947,Portsmouth Road,St Annes Road,E0042037,Woolston,UKOS,-1.36782,50.8957,BCT,MKD,OTH,inactive
1980SNA90948,Lyndock Place,Obelisk Road,E0042037,Woolston,UKOS,-1.37243,50.89434,BCT,MKD,OTH,inactive
1980SNA90949,Johns Road,Obelisk Road,E0042037,Woolston,UKOS,-1.37942,50.89595,BCT,MKD,OTH,inactive
1980SNA90950,Chamberlain Halls,Glen Eyre Road,E0041967,Bassett,UKOS,-1.40201,50.94162,BCT,MKD,OTH,active
1980SNA90951,St James Park,St James Road,E0042031,Upper Shirley,UKOS,-1.42928,50.9272,BCT,MKD,OTH,active
1980SNA90952,St James Park,St James Road,E0042031,Upper Shirley,UKOS,-1.4289,50.92698,BCT,MKD,OTH,active
1980SNA90972,Granville Street,Chapel Road,E0041979,Chapel,UKOS,-1.39164,50.90192,BCT,CUS,OTH,active
1980SNA90958,Nichols Road SCH Only,Brintons Road,E0042007,Nicholstown,UKOS,-1.39557,50.90819,BCT,CUS,OTH,active
1980SNA90959,Nichols Road SCH Only,Brintons Road,E0042007,Nicholstown,UKOS,-1.39538,50.90828,BCT,CUS,OTH,active
1980SNA90960,Argyle Road SCH Only,St Marys Road,E0042007,Nicholstown,UKOS,-1.39913,50.90979,BCT,CUS,OTH,active
1980SNA90961,Argyle Road SCH Only,St Marys Road,E0042007,Nicholstown,UKOS,-1.39893,50.90986,BCT,CUS,OTH,active
1980SNA90962,College Keep,Terminus Terrace,E0042014,Queens Park,UKOS,-1.39655,50.89834,BCT,MKD,OTH,active
1980SNA90963,College Keep,Terminus Terrace,E0042014,Queens Park,UKOS,-1.39673,50.89839,BCT,MKD,OTH,active
1980SNA90965,Podium Car Park - events temp stop,Harbour Parade,N0077117,Southampton City Centre,UKOS,-1.40851,50.90364,BCT,CUS,OTH,active
1980SNA90970,Spakes Corner SCH,South East Road,E0042001,Merry Oak,UKOS,-1.3617,50.90446,BCT,CUS,OTH,inactive
1980SN120899,Hoglands Park,Houndwell Place,N0077117,Southampton City Centre,UKOS,-1.4002,50.90284,BCT,MKD,OTH,active
1980SN120980,Hoglands Park,Houndwell Place,N0077117,Southampton City Centre,UKOS,-1.39967,50.90281,BCT,MKD,OTH,active
1980SNA90973,Pear Tree Car Park,Angel Crescent,E0041975,Bitterne,UKOS,-1.36054,50.91398,BCT,CUS,OTH,active
1980SNA90975,Fanshawe Street,Onslow Road,E0042007,Nicholstown,UKOS,-1.39954,50.91311,BCT,MKD,OTH,active
1980SNA90976,Downside Avenue,Brownlow Avenue,E0041975,Bitterne,UKOS,-1.3606,50.91309,BCT,MKD,OTH,active
